syshost=owens database=pbsacct year=2019 month=12 software=lammps executables=None cpuhours=906189.83 corehours=896513.60 nodehours=98314.79 n_jobs=3144 n_users=22 n_groups=18 n_accounts=18 
syshost=owens database=pbsacct year=2019 month=12 software=wrf executables=None cpuhours=709578.43 corehours=648850.21 nodehours=25677.79 n_jobs=4308 n_users=5 n_groups=4 n_accounts=3 
syshost=owens database=pbsacct year=2019 month=12 software=vasp executables=None cpuhours=653207.53 corehours=649893.96 nodehours=23257.51 n_jobs=2445 n_users=39 n_groups=14 n_accounts=12 
syshost=owens database=pbsacct year=2019 month=12 software=fdl3di executables=None cpuhours=573644.84 corehours=571683.35 nodehours=20487.32 n_jobs=55 n_users=1 n_groups=1 n_accounts=1 
syshost=owens database=pbsacct year=2019 month=12 software=python executables=None cpuhours=570508.42 corehours=393504.20 nodehours=37798.12 n_jobs=16122 n_users=117 n_groups=76 n_accounts=67 
syshost=owens database=pbsacct year=2019 month=12 software=atmosphere_model executables=None cpuhours=548148.91 corehours=519039.36 nodehours=20075.59 n_jobs=536 n_users=6 n_groups=2 n_accounts=3 
syshost=owens database=pbsacct year=2019 month=12 software=namd executables=None cpuhours=472987.44 corehours=469103.42 nodehours=18733.86 n_jobs=860 n_users=8 n_groups=4 n_accounts=4 
syshost=owens database=pbsacct year=2019 month=12 software=starccm executables=None cpuhours=357441.62 corehours=350377.47 nodehours=12765.77 n_jobs=132 n_users=6 n_groups=4 n_accounts=6 
syshost=owens database=pbsacct year=2019 month=12 software=real_exe executables=None cpuhours=266864.70 corehours=245012.64 nodehours=10065.89 n_jobs=24771 n_users=4 n_groups=3 n_accounts=2 
syshost=owens database=pbsacct year=2019 month=12 software=hy3s executables=None cpuhours=238353.77 corehours=212169.30 nodehours=11906.53 n_jobs=1313 n_users=12 n_groups=11 n_accounts=11 
syshost=owens database=pbsacct year=2019 month=12 software=R executables=None cpuhours=233790.74 corehours=132806.27 nodehours=28385.50 n_jobs=7713 n_users=27 n_groups=22 n_accounts=21 
syshost=owens database=pbsacct year=2019 month=12 software=vnc executables=None cpuhours=232655.49 corehours=72695.04 nodehours=8273.82 n_jobs=787 n_users=86 n_groups=50 n_accounts=43 
syshost=owens database=pbsacct year=2019 month=12 software=gaussian executables=None cpuhours=232567.51 corehours=180657.60 nodehours=11474.26 n_jobs=5045 n_users=49 n_groups=33 n_accounts=31 
syshost=owens database=pbsacct year=2019 month=12 software=abaqus executables=None cpuhours=205498.71 corehours=125595.69 nodehours=7850.66 n_jobs=1271 n_users=20 n_groups=11 n_accounts=11 
syshost=owens database=pbsacct year=2019 month=12 software=lsdyna executables=None cpuhours=172530.00 corehours=171836.17 nodehours=6161.80 n_jobs=312 n_users=7 n_groups=5 n_accounts=5 
syshost=owens database=pbsacct year=2019 month=12 software=foam executables=None cpuhours=153240.89 corehours=17820.21 nodehours=5481.05 n_jobs=140 n_users=6 n_groups=5 n_accounts=5 
syshost=owens database=pbsacct year=2019 month=12 software=tsc executables=None cpuhours=149279.45 corehours=148710.31 nodehours=5331.41 n_jobs=38 n_users=1 n_groups=1 n_accounts=1 
syshost=owens database=pbsacct year=2019 month=12 software=singularity executables=None cpuhours=131341.50 corehours=16864.89 nodehours=6605.66 n_jobs=2198 n_users=11 n_groups=8 n_accounts=6 
syshost=owens database=pbsacct year=2019 month=12 software=fluent executables=None cpuhours=122524.64 corehours=4003.62 nodehours=4450.05 n_jobs=65 n_users=3 n_groups=2 n_accounts=2 
syshost=owens database=pbsacct year=2019 month=12 software=matlab executables=None cpuhours=120331.48 corehours=32108.56 nodehours=5299.00 n_jobs=815 n_users=45 n_groups=37 n_accounts=36 
syshost=owens database=pbsacct year=2019 month=12 software=bedtools executables=None cpuhours=93327.56 corehours=40418.71 nodehours=23687.93 n_jobs=20296 n_users=5 n_groups=3 n_accounts=3 
syshost=owens database=pbsacct year=2019 month=12 software=virsorter executables=None cpuhours=47766.74 corehours=10907.41 nodehours=2478.20 n_jobs=124 n_users=4 n_groups=2 n_accounts=2 
