syshost=owens database=pbsacct year=2019 month=12 software=lammps executables=None cpuhours=906189.83 corehours=896513.60 nodehours=98314.79 n_jobs=3144 n_users=22 n_groups=18 n_accounts=18 
syshost=owens database=pbsacct year=2019 month=12 software=hmc executables=None cpuhours=47040.27 corehours=6222.51 nodehours=1688.78 n_jobs=123 n_users=3 n_groups=3 n_accounts=3 
syshost=owens database=pbsacct year=2019 month=12 software=guppy executables=None cpuhours=46895.40 corehours=46544.16 nodehours=2344.77 n_jobs=104 n_users=1 n_groups=1 n_accounts=1 
syshost=owens database=pbsacct year=2019 month=12 software=ansys executables=None cpuhours=39743.38 corehours=33732.87 nodehours=1419.55 n_jobs=96 n_users=12 n_groups=10 n_accounts=9 
syshost=owens database=pbsacct year=2019 month=12 software=bwa executables=None cpuhours=37120.32 corehours=1659.33 nodehours=1661.63 n_jobs=988 n_users=21 n_groups=13 n_accounts=7 
syshost=owens database=pbsacct year=2019 month=12 software=TWODHBLhybridroe_sol executables=None cpuhours=36052.17 corehours=35694.41 nodehours=1287.58 n_jobs=38 n_users=1 n_groups=1 n_accounts=1 
syshost=owens database=pbsacct year=2019 month=12 software=orca executables=None cpuhours=34792.27 corehours=29382.85 nodehours=1627.85 n_jobs=337 n_users=5 n_groups=3 n_accounts=3 
syshost=owens database=pbsacct year=2019 month=12 software=bam executables=None cpuhours=34471.84 corehours=14757.97 nodehours=2823.06 n_jobs=4512 n_users=27 n_groups=18 n_accounts=15 
syshost=owens database=pbsacct year=2019 month=12 software=a_out executables=None cpuhours=31089.91 corehours=29749.43 nodehours=1436.63 n_jobs=1006 n_users=5 n_groups=5 n_accounts=5 
syshost=owens database=pbsacct year=2019 month=12 software=qchem executables=None cpuhours=30186.77 corehours=24028.32 nodehours=1080.18 n_jobs=233 n_users=10 n_groups=6 n_accounts=6 
syshost=owens database=pbsacct year=2019 month=12 software=raspa executables=None cpuhours=24549.40 corehours=24443.95 nodehours=24549.40 n_jobs=3150 n_users=5 n_groups=2 n_accounts=1 
syshost=owens database=pbsacct year=2019 month=12 software=gromacs executables=None cpuhours=24490.41 corehours=20450.65 nodehours=1923.61 n_jobs=137 n_users=11 n_groups=8 n_accounts=7 
syshost=owens database=pbsacct year=2019 month=12 software=Rstudio executables=None cpuhours=23900.16 corehours=1108.49 nodehours=2552.18 n_jobs=563 n_users=130 n_groups=41 n_accounts=39 
syshost=owens database=pbsacct year=2019 month=12 software=hsi executables=None cpuhours=22401.45 corehours=2200.67 nodehours=800.76 n_jobs=8 n_users=2 n_groups=2 n_accounts=2 
syshost=owens database=pbsacct year=2019 month=12 software=charmm executables=None cpuhours=20961.42 corehours=20887.34 nodehours=748.62 n_jobs=9 n_users=1 n_groups=1 n_accounts=1 
syshost=owens database=pbsacct year=2019 month=12 software=bbmap executables=None cpuhours=18732.32 corehours=1642.32 nodehours=568.10 n_jobs=1660 n_users=8 n_groups=5 n_accounts=5 
syshost=owens database=pbsacct year=2019 month=12 software=yt executables=None cpuhours=16177.92 corehours=1412.25 nodehours=2357.88 n_jobs=507 n_users=118 n_groups=34 n_accounts=33 
syshost=owens database=pbsacct year=2019 month=12 software=bowtie executables=None cpuhours=13555.49 corehours=6373.29 nodehours=921.81 n_jobs=349 n_users=19 n_groups=14 n_accounts=12 
syshost=owens database=pbsacct year=2019 month=12 software=ncl executables=None cpuhours=13452.32 corehours=12992.28 nodehours=2771.17 n_jobs=25550 n_users=8 n_groups=8 n_accounts=8 
syshost=owens database=pbsacct year=2019 month=12 software=pop executables=None cpuhours=12587.38 corehours=8382.75 nodehours=685.49 n_jobs=12426 n_users=12 n_groups=6 n_accounts=7 
syshost=owens database=pbsacct year=2019 month=12 software=amber executables=None cpuhours=12451.54 corehours=11263.36 nodehours=1614.98 n_jobs=1533 n_users=11 n_groups=10 n_accounts=9 
syshost=owens database=pbsacct year=2019 month=12 software=comsol executables=None cpuhours=12035.87 corehours=614.61 nodehours=531.79 n_jobs=40 n_users=5 n_groups=5 n_accounts=5 
syshost=owens database=pbsacct year=2019 month=12 software=fsc26 executables=None cpuhours=12012.65 corehours=3382.39 nodehours=500.53 n_jobs=1023 n_users=1 n_groups=1 n_accounts=1 
syshost=owens database=pbsacct year=2019 month=12 software=gzip executables=None cpuhours=9834.34 corehours=4820.42 nodehours=342.61 n_jobs=314 n_users=9 n_groups=8 n_accounts=9 
syshost=owens database=pbsacct year=2019 month=12 software=atat executables=None cpuhours=8313.28 corehours=2890.89 nodehours=821.94 n_jobs=103 n_users=4 n_groups=4 n_accounts=4 
syshost=owens database=pbsacct year=2019 month=12 software=run_xyzvort executables=None cpuhours=8264.72 corehours=8021.98 nodehours=592.97 n_jobs=151 n_users=5 n_groups=4 n_accounts=4 
syshost=owens database=pbsacct year=2019 month=12 software=lsp executables=None cpuhours=7908.47 corehours=7708.72 nodehours=282.45 n_jobs=9 n_users=2 n_groups=1 n_accounts=1 
syshost=owens database=pbsacct year=2019 month=12 software=res executables=None cpuhours=7386.80 corehours=1038.88 nodehours=555.60 n_jobs=358 n_users=12 n_groups=10 n_accounts=9 
syshost=owens database=pbsacct year=2019 month=12 software=setsm executables=None cpuhours=7125.20 corehours=3731.59 nodehours=258.49 n_jobs=79 n_users=1 n_groups=1 n_accounts=1 
