syshost=owens database=pbsacct software=python executables=None cpuhours=1425892.58 corehours=1180096.05 nodehours=192010.24 n_jobs=31993 n_users=111 n_groups=76 n_accounts=77 year=2020 month=05
syshost=owens database=pbsacct software=starccm executables=None cpuhours=1152208.50 corehours=980301.27 nodehours=41150.30 n_jobs=183 n_users=7 n_groups=6 n_accounts=5 year=2020 month=05
syshost=owens database=pbsacct software=gaussian executables=None cpuhours=703078.05 corehours=548967.55 nodehours=41459.18 n_jobs=21127 n_users=69 n_groups=33 n_accounts=33 year=2020 month=05
syshost=owens database=pbsacct software=lammps executables=None cpuhours=608758.78 corehours=605764.49 nodehours=46460.90 n_jobs=3491 n_users=21 n_groups=13 n_accounts=12 year=2020 month=05
syshost=owens database=pbsacct software=atmosphere_model executables=None cpuhours=607641.79 corehours=531818.93 nodehours=22262.07 n_jobs=416 n_users=9 n_groups=2 n_accounts=3 year=2020 month=05
syshost=owens database=pbsacct software=namd executables=None cpuhours=599440.50 corehours=603673.45 nodehours=21697.18 n_jobs=733 n_users=15 n_groups=8 n_accounts=7 year=2020 month=05
syshost=owens database=pbsacct software=abaqus executables=None cpuhours=554165.27 corehours=504592.37 nodehours=19749.23 n_jobs=664 n_users=29 n_groups=16 n_accounts=15 year=2020 month=05
syshost=owens database=pbsacct software=raspa executables=None cpuhours=495927.24 corehours=358955.83 nodehours=213004.71 n_jobs=35398 n_users=6 n_groups=2 n_accounts=1 year=2020 month=05
syshost=owens database=pbsacct software=vasp executables=None cpuhours=432373.28 corehours=383264.95 nodehours=15442.09 n_jobs=1207 n_users=21 n_groups=12 n_accounts=9 year=2020 month=05
syshost=owens database=pbsacct software=res executables=None cpuhours=382872.28 corehours=351849.77 nodehours=15189.94 n_jobs=6497 n_users=14 n_groups=13 n_accounts=13 year=2020 month=05
syshost=owens database=pbsacct software=amber executables=None cpuhours=336459.42 corehours=308820.03 nodehours=27384.62 n_jobs=3633 n_users=21 n_groups=17 n_accounts=17 year=2020 month=05
syshost=owens database=pbsacct software=foam executables=None cpuhours=277514.91 corehours=69351.61 nodehours=10113.83 n_jobs=194 n_users=5 n_groups=5 n_accounts=5 year=2020 month=05
syshost=owens database=pbsacct software=ash executables=None cpuhours=253755.88 corehours=52870.32 nodehours=26510.14 n_jobs=2320 n_users=215 n_groups=129 n_accounts=124 year=2020 month=05
syshost=owens database=pbsacct software=qchem executables=None cpuhours=241959.97 corehours=109650.98 nodehours=15107.37 n_jobs=6887 n_users=20 n_groups=11 n_accounts=8 year=2020 month=05
syshost=owens database=pbsacct software=arps executables=None cpuhours=214496.87 corehours=198819.77 nodehours=9627.53 n_jobs=270 n_users=1 n_groups=1 n_accounts=1 year=2020 month=05
syshost=owens database=pbsacct software=gromacs executables=None cpuhours=175024.76 corehours=174400.91 nodehours=6400.22 n_jobs=297 n_users=13 n_groups=13 n_accounts=13 year=2020 month=05
syshost=owens database=pbsacct software=lsp executables=None cpuhours=152721.38 corehours=148116.06 nodehours=5454.34 n_jobs=54 n_users=2 n_groups=1 n_accounts=1 year=2020 month=05
syshost=owens database=pbsacct software=bedtools executables=None cpuhours=146941.69 corehours=91675.25 nodehours=106800.00 n_jobs=17648 n_users=15 n_groups=12 n_accounts=11 year=2020 month=05
syshost=owens database=pbsacct software=wrf executables=None cpuhours=140575.15 corehours=138015.57 nodehours=5110.95 n_jobs=345 n_users=4 n_groups=3 n_accounts=2 year=2020 month=05
syshost=owens database=pbsacct software=fim executables=None cpuhours=131183.73 corehours=120897.41 nodehours=4685.13 n_jobs=440 n_users=8 n_groups=2 n_accounts=4 year=2020 month=05
syshost=owens database=pbsacct software=cp2k executables=None cpuhours=114210.20 corehours=103945.24 nodehours=4746.63 n_jobs=1293 n_users=3 n_groups=2 n_accounts=2 year=2020 month=05
syshost=owens database=pbsacct software=mpas executables=None cpuhours=110160.57 corehours=47540.66 nodehours=4323.16 n_jobs=8650 n_users=12 n_groups=1 n_accounts=2 year=2020 month=05
syshost=owens database=pbsacct software=phonon executables=None cpuhours=110048.76 corehours=109486.65 nodehours=3934.05 n_jobs=535 n_users=3 n_groups=3 n_accounts=3 year=2020 month=05
syshost=owens database=pbsacct software=drone executables=None cpuhours=86257.38 corehours=23674.86 nodehours=21645.32 n_jobs=1658 n_users=2 n_groups=2 n_accounts=2 year=2020 month=05
syshost=owens database=pbsacct software=ncl executables=None cpuhours=79672.60 corehours=66228.54 nodehours=3032.20 n_jobs=565 n_users=9 n_groups=9 n_accounts=9 year=2020 month=05
syshost=owens database=pbsacct software=orca executables=None cpuhours=71632.37 corehours=54519.59 nodehours=2708.04 n_jobs=339 n_users=11 n_groups=6 n_accounts=6 year=2020 month=05
syshost=owens database=pbsacct software=overlap executables=None cpuhours=68900.98 corehours=55123.75 nodehours=3830.82 n_jobs=440 n_users=3 n_groups=3 n_accounts=3 year=2020 month=05
syshost=owens database=pbsacct software=tsc executables=None cpuhours=68601.68 corehours=65648.07 nodehours=2450.06 n_jobs=152 n_users=6 n_groups=6 n_accounts=6 year=2020 month=05
syshost=owens database=pbsacct software=3dldc executables=None cpuhours=53191.60 corehours=51187.24 nodehours=1899.70 n_jobs=4 n_users=1 n_groups=1 n_accounts=1 year=2020 month=05
syshost=owens database=pbsacct software=bwa executables=None cpuhours=52657.20 corehours=6511.06 nodehours=3986.85 n_jobs=1947 n_users=14 n_groups=11 n_accounts=12 year=2020 month=05
syshost=owens database=pbsacct software=les_mpi executables=None cpuhours=45060.10 corehours=3203.65 nodehours=3218.58 n_jobs=559 n_users=1 n_groups=1 n_accounts=1 year=2020 month=05
syshost=owens database=pbsacct software=R executables=None cpuhours=42691.01 corehours=22730.19 nodehours=4082.17 n_jobs=2358 n_users=41 n_groups=33 n_accounts=35 year=2020 month=05
syshost=owens database=pbsacct software=vep executables=None cpuhours=40223.29 corehours=23195.93 nodehours=1437.45 n_jobs=819 n_users=2 n_groups=1 n_accounts=2 year=2020 month=05
syshost=owens database=pbsacct software=hy3s executables=None cpuhours=34718.38 corehours=30071.92 nodehours=1293.10 n_jobs=502 n_users=17 n_groups=15 n_accounts=16 year=2020 month=05
syshost=owens database=pbsacct software=ansys executables=None cpuhours=32475.49 corehours=13436.83 nodehours=1164.17 n_jobs=326 n_users=19 n_groups=11 n_accounts=12 year=2020 month=05
syshost=owens database=pbsacct software=matlab executables=None cpuhours=28372.57 corehours=8280.16 nodehours=2735.68 n_jobs=2824 n_users=20 n_groups=17 n_accounts=17 year=2020 month=05
syshost=owens database=pbsacct software=ftb executables=None cpuhours=27107.03 corehours=23082.81 nodehours=1206.11 n_jobs=27 n_users=3 n_groups=3 n_accounts=2 year=2020 month=05
syshost=owens database=pbsacct software=run_xyzvort executables=None cpuhours=24844.41 corehours=23293.69 nodehours=949.72 n_jobs=282 n_users=5 n_groups=5 n_accounts=5 year=2020 month=05
syshost=owens database=pbsacct software=pop executables=None cpuhours=20561.58 corehours=2864.14 nodehours=574.62 n_jobs=6019 n_users=15 n_groups=6 n_accounts=6 year=2020 month=05
syshost=owens database=pbsacct software=bowtie executables=None cpuhours=20408.57 corehours=14197.22 nodehours=1150.58 n_jobs=573 n_users=20 n_groups=18 n_accounts=17 year=2020 month=05
syshost=owens database=pbsacct software=lsdyna executables=None cpuhours=19542.66 corehours=19476.57 nodehours=698.12 n_jobs=238 n_users=6 n_groups=5 n_accounts=3 year=2020 month=05
syshost=owens database=pbsacct software=xgc executables=None cpuhours=19209.97 corehours=18398.82 nodehours=714.69 n_jobs=678 n_users=1 n_groups=1 n_accounts=1 year=2020 month=05
syshost=owens database=pbsacct software=adf executables=None cpuhours=18286.36 corehours=8595.68 nodehours=1331.61 n_jobs=856 n_users=34 n_groups=32 n_accounts=30 year=2020 month=05
syshost=owens database=pbsacct software=enzo executables=None cpuhours=17613.53 corehours=10812.83 nodehours=830.54 n_jobs=222 n_users=3 n_groups=3 n_accounts=3 year=2020 month=05
syshost=owens database=pbsacct software=mafft executables=None cpuhours=15696.47 corehours=6436.57 nodehours=6819.99 n_jobs=2071 n_users=5 n_groups=4 n_accounts=4 year=2020 month=05
syshost=owens database=pbsacct software=so_gen_weights executables=None cpuhours=15036.68 corehours=6119.13 nodehours=537.02 n_jobs=500 n_users=5 n_groups=1 n_accounts=1 year=2020 month=05
syshost=owens database=pbsacct software=bam executables=None cpuhours=14176.01 corehours=10848.22 nodehours=1177.54 n_jobs=714 n_users=32 n_groups=21 n_accounts=20 year=2020 month=05
syshost=owens database=pbsacct software=fdl3di executables=None cpuhours=13838.70 corehours=13143.60 nodehours=548.40 n_jobs=57 n_users=2 n_groups=2 n_accounts=1 year=2020 month=05
syshost=owens database=pbsacct software=eden executables=None cpuhours=13658.79 corehours=5918.55 nodehours=1871.10 n_jobs=323 n_users=4 n_groups=3 n_accounts=3 year=2020 month=05
syshost=owens database=pbsacct software=ncbi executables=None cpuhours=11505.37 corehours=9443.95 nodehours=299.81 n_jobs=187 n_users=14 n_groups=10 n_accounts=10 year=2020 month=05
